unit_id,outcome_id,type,label,url,scope,class_id
u30,r1,video,How to Measure Angles Using a Protractor | Math with Mr. J,https://www.youtube.com/watch?v=j5D7acsExxw,global,
u30,r1,video,How to Use a Protractor to Measure an Angle | Math with Mr. J,https://www.youtube.com/watch?v=N8TGOMH5Y50,global,
u30,r1,video,How to Read a Protractor | Math with Mr. J,https://www.youtube.com/watch?v=QQJoyKQg_qo,global,
u30,r1,worksheet,Corbettmaths — Measuring Angles (PDF),https://corbettmaths.com/wp-content/uploads/2018/02/measuring-angles.pdf,global,
u30,r2,video,"Types of Angles: Acute, Obtuse, Right, Straight, Reflex | Math with Mr. J",https://www.youtube.com/watch?v=UsE1hu-q0Cs,global,
u30,r2,video,How to Read a Protractor | Math with Mr. J,https://www.youtube.com/watch?v=QQJoyKQg_qo,global,
u30,r2,worksheet,Corbettmaths Primary — Types of Angles (PDF),https://corbettmathsprimary.com/wp-content/uploads/2018/06/types-of-angles-pdf.pdf,global,
u30,r3,video,Drawing an Angle with a Protractor (110°) | Math with Mr. J,https://www.youtube.com/watch?v=1RtpTO6lSfc,global,
u30,r3,video,How to Draw Angles with a Protractor | Math with Mr. J,https://www.youtube.com/watch?v=zh-tj7oTQlc,global,
u30,r3,video,"Types of Angles: Acute, Obtuse, Right, Straight, Reflex | Math with Mr. J",https://www.youtube.com/watch?v=UsE1hu-q0Cs,global,
u30,r3,worksheet,Corbettmaths Primary — Types of Angles (PDF),https://corbettmathsprimary.com/wp-content/uploads/2018/06/types-of-angles-pdf.pdf,global,
u30,r4,video,24 Hour Clock System | Grade 5 | TutWay,https://www.youtube.com/watch?v=5h2OMqAo4Pw,global,
u30,r4,video,24-12 Hour Time Conversion | Dr Frost Maths,https://www.youtube.com/watch?v=Uz8_xKutjW8,global,
u30,r4,worksheet,Corbettmaths — Timetables (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/timetables-pdf.pdf,global,
u30,y1,video,"Parallel, Intersecting, and Perpendicular Lines | Math with Mr. J",https://www.youtube.com/watch?v=u7E1iZdnkeY,global,
u30,y1,video,"Parallel, Intersecting & Perpendicular Lines | Grade 4 | Sheena Doria",https://www.youtube.com/watch?v=kQNHFpFS-ss,global,
u30,y1,worksheet,Corbettmaths — Angle Facts (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/angle-facts-pdf1.pdf,global,
u30,y2,video,Angles on a Straight Line and About a Point | Mr Mathematics,https://www.youtube.com/watch?v=juix_jB1pss,global,
u30,y2,video,"Types of Angles: Acute, Obtuse, Right, Straight, Reflex | Math with Mr. J",https://www.youtube.com/watch?v=UsE1hu-q0Cs,global,
u30,y2,worksheet,Corbettmaths — Missing Angles (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/missing-angles-pdf1.pdf,global,
u30,y3,video,Angles on a Straight Line and About a Point | Mr Mathematics,https://www.youtube.com/watch?v=juix_jB1pss,global,
u30,y3,worksheet,Corbettmaths — Angle Facts (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/angle-facts-pdf1.pdf,global,
u30,y3,worksheet,Corbettmaths — Missing Angles (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/missing-angles-pdf1.pdf,global,
u30,y4,video,Calculating Angles about a Point | Mr Mathematics,https://www.youtube.com/watch?v=rw29zg1Md8c,global,
u30,y4,video,Angles on a Straight Line and About a Point | Mr Mathematics,https://www.youtube.com/watch?v=juix_jB1pss,global,
u30,y4,worksheet,Corbettmaths — Angle Facts (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/angle-facts-pdf1.pdf,global,
u30,y5,video,"Elapsed Time: Finding Start, End and Total Time | Miacademy",https://www.youtube.com/watch?v=lVAjqxAmUGU,global,
u30,y5,video,Elapsed Time on a Number Line | eSpark,https://www.youtube.com/watch?v=pwVGOX2pRig,global,
u30,y5,video,Calculate Duration of Time (the easy way) | Easy Tips,https://www.youtube.com/watch?v=zkN5uLurn4s,global,
u30,y6,video,Calculate Duration of Time (the easy way) | Easy Tips,https://www.youtube.com/watch?v=zkN5uLurn4s,global,
u30,y6,video,"Elapsed Time: Finding Start, End and Total Time | Miacademy",https://www.youtube.com/watch?v=lVAjqxAmUGU,global,
u30,y6,worksheet,Corbettmaths — Timetables (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/timetables-pdf.pdf,global,
u30,g1,video,Complementary Angles & Supplementary Angles | Math with Mr. J,https://www.youtube.com/watch?v=Qpq_XEeBBZw,global,
u30,g1,video,What are Vertical Angles? | Math with Mr. J,https://www.youtube.com/watch?v=DJRTIGwJlbU,global,
u30,g1,worksheet,Corbettmaths — Angle Facts (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/angle-facts-pdf1.pdf,global,
u30,g2,video,Complementary and Supplementary Angles: How to Find Missing Angles | Math with Mr. J,https://www.youtube.com/watch?v=E_ulN2FjJac,global,
u30,g2,video,Calculating Angles about a Point | Mr Mathematics,https://www.youtube.com/watch?v=rw29zg1Md8c,global,
u30,g2,worksheet,Corbettmaths — Missing Angles (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/missing-angles-pdf1.pdf,global,
u30,g3,video,Angles: Parallel Lines | Corbettmaths,https://www.youtube.com/watch?v=mM-PU6hmkrg,global,
u30,g3,video,"Alternate, Corresponding and Co-interior Angles (Parallel Lines) | Cognito",https://www.youtube.com/watch?v=I5auyoXYoX0,global,
u30,g3,worksheet,Corbettmaths — Angles in Parallel Lines (PDF),https://corbettmaths.com/wp-content/uploads/2013/02/angles-in-parallel-lines-pdf1.pdf,global,
